title,category,brand_name,short_description,product_url,image_url,social_proof,rating_score,review_count,price,badges
N/A,Şampuan,René Furterer,Shampoo 150 ml For Oily Dandruff Hair,https://www.trendyol.com/rene-furterer/melaleuca-sampuan-150-ml-yagli-kepekli-saclar-icin-p-4827047?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/a48a9b4a-a456-3d03-9b0d-1f82b52200f6/1_org.jpg,,N/A,N/A,756.40TL,['Buy and Win Together']
Scalp Shampoo 250,Şampuan,Sachajuan,ml Shampoo,https://www.trendyol.com/sachajuan/scalp-sampuan-250-ml-sampuan-p-4183890?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/ae1186b2-147e-302c-886f-5a451a788f89/1_org.jpg,,1.0,2,"1,040TL",['Buy and Win Together']
Marlies Moller,Şampuan,Marlies Moller,Specialists Keratin Shampoo 200 Ml,https://www.trendyol.com/marlies-moller/marlies-moller-specialists-keratin-shampoo-200-ml-p-289342771?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/0c5fca05-8a75-3842-bf12-29066ea32e0e/1_org.jpg,,5.0,1,"1,244.56TL",['Buy and Win Together']
N/A,Şampuan,Sachajuan,N/A,https://www.trendyol.com/sachajuan/finish-cream-75-ml-p-793494022?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1397/product/media/images/prod/QC/20240702/09/c198ed15-3ac1-3121-8fa3-dd37e6a0297f/1_org.jpg,,N/A,N/A,"1,025TL",['Buy and Win Together']
N/A,Şampuan,Marlies Moller,Daily Volume Shampoo 200 ml 9007867256534,https://www.trendyol.com/marlies-moller/sampuan-daily-volume-shampoo-200-ml-9007867256534-p-778235532?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/d171e713-015f-3779-8b15-8d177a7f80db/1_org.jpg,,N/A,N/A,"1,118.56TL",['Buy and Win Together']
N/A,Şampuan,Sachajuan,250ml,https://www.trendyol.com/sachajuan/scalp-conditioner-250-ml-p-763089587?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/dcbb9521-bb36-39b3-94ad-604b4166fcba/1_org.jpg,,N/A,N/A,"1,628.40TL",['Buy and Win Together']
N/A,Şampuan,Sachajuan,Shampoo 250 ml,https://www.trendyol.com/sachajuan/colour-protect-shampoo-250-ml-p-763087644?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/6c174e46-f565-3bbf-8673-86818a454126/1_org.jpg,,N/A,N/A,917.40TL,['Buy and Win Together']
Moisturizing,Şampuan,Sachajuan,Shampoo 990ml,https://www.trendyol.com/sachajuan/moisturizing-shampoo-990ml-p-755260289?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/a963906e-ccf4-380c-bf3a-288a325274e9/1_org.jpg,,4.0,1,"3,169.83TL",['Buy and Win Together']
N/A,Şampuan,Marlies Moller,Vegan Pure Beauty Shampoo 200 Ml,https://www.trendyol.com/marlies-moller/marlies-moller-vegan-pure-beauty-sampuan-200-ml-p-339703253?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/9be55c12-2f6c-3f52-abc0-838e64f05c4e/1_org.jpg,,N/A,N/A,"1,051.75TL",['Buy and Win Together']
N/A,Şampuan,Marlies Möller,ml Shampoo,https://www.trendyol.com/marlies-moller/daily-rich-200-ml-sampuan-p-4827114?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/5d5eb8a2-a497-3fa6-b600-84e733409872/1_org.jpg,,N/A,N/A,"1,265TL",['Buy and Win Together']
N/A,Şampuan,Marlies Moller,Bath Shampoo 200 Ml Shampoo,https://www.trendyol.com/marlies-moller/silky-hair-bath-sampuan-200-ml-sampuan-p-4827082?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/09fd1e50-ac43-3a24-a7d3-33271313b5e9/1_org.jpg,,N/A,N/A,"1,886.50TL",['Buy and Win Together']
N/A,Şampuan,Marlies Moller,Daily Repair Rich 200 ml 9007867049273,https://www.trendyol.com/marlies-moller/sampuan-daily-repair-rich-200-ml-9007867049273-p-4827051?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1393/product/media/images/prod/QC/20240630/18/24222be7-559d-3fd7-baf0-3c30634ab6ae/1_org.jpg,,N/A,N/A,"1,309.40TL",['Buy and Win Together']
N/A,Şampuan,Marlies Moller,Daily Mild 200 ml 7622500256508,https://www.trendyol.com/marlies-moller/sampuan-daily-mild-200-ml-7622500256508-p-4827046?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1393/product/media/images/prod/QC/20240701/13/1c4dafcb-b832-3f5a-97e4-d55f9f5784f1/1_org.jpg,,N/A,N/A,"1,220TL",['Buy and Win Together']
N/A,Şampuan,Marlies Moller,Shampoo - Men Unlimited Strengthening Shampoo 200 ml 7622500258410,https://www.trendyol.com/marlies-moller/erkekler-icin-sampuan-men-unlimited-strengthening-shampoo-200-ml-7622500258410-p-4827015?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/dd0c4ebb-3cb1-3803-a0fb-0ef78280519d/1_org.jpg,,N/A,N/A,"2,324.75TL",['Buy and Win Together']
For Curly Hair,Şampuan,Sachajuan,Shampoo - Curl Shampoo 250 ml 7350016332439,https://www.trendyol.com/sachajuan/bukleli-saclar-icin-sampuan-curl-shampoo-250-ml-7350016332439-p-4146418?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1392/product/media/images/prod/QC/20240701/18/0acf0fca-1888-3326-a291-0583c98214e9/1_org.jpg,126 peopleliked it!126 peopleliked it!,5.0,1,"1,006.50TL",['Buy and Win Together']
M. Moller,Şampuan,Marlies Moller,Marine Moısture Shampoo 200 Ml,https://www.trendyol.com/marlies-moller/m-moller-marine-moisture-shampoo-200-ml-p-3270751?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/b9441144-161f-323f-a660-2019d4dce6e8/1_org.jpg,,5.0,3,"1,105TL",['Buy and Win Together']
N/A,Şampuan,Marlies Möller,Hyaluron 200 ml Hyaluronic Shampoo,https://www.trendyol.com/marlies-moller/long-hair-life-hyaluron-200-ml-hyaluronic-sampuan-p-786065651?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1079/product/media/images/prod/SPM/PIM/20231205/14/3fa8de2d-71e0-3be2-84cd-e476f24b2c79/1_org.jpg,,N/A,N/A,"1,595.01TL",['Buy and Win Together']
Eros Flame Men,Deodorant ve Roll On,Versace,Stick 75gr,https://www.trendyol.com/versace/eros-flame-erkek-stick-75gr-p-6236595?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty623/product/media/images/20221206/9/227947615/20370205/2/2_org.jpg,1303 peopleliked it!1303 peopleliked it!,4.3,35,"1,360TL","['Buy More Pay Less', 'Buy and Win Together']"
Dylan Blue Deodorant,Deodorant ve Roll On,Versace,100ml,https://www.trendyol.com/versace/dylan-blue-deodorant-100-ml-p-192489?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1001/product/media/images/prod/SPM/PIM/20230914/16/9ca74966-6b19-3d1f-858f-338459c52aff/1_org.jpg,832 peopleliked it!832 peopleliked it!,3.8,13,"2,150TL",['Buy and Win Together']
H24 Men Deostick 75,Deodorant ve Roll On,Hermes,gr,https://www.trendyol.com/hermes/h24-erkek-deostick-75-gr-p-447718642?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1434/product/media/images/prod/QC/20240723/12/a845cb29-e892-39b7-a247-2b56a3f8eeaa/1_org.jpg,,1.0,1,"1,613.50TL",['Buy and Win Together']
Nomade Women's Deodorant,Deodorant ve Roll On,CHLOE,100ml,https://www.trendyol.com/chloe/nomade-kadin-deodorant-100-ml-p-2526887?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1435/product/media/images/prod/QC/20240723/11/98c3fd3d-d089-39e6-8e30-e956d162d277/1_org.jpg,1549 peopleliked it!1549 peopleliked it!,4.5,28,"1,299.40TL",['Buy and Win Together']
One Deodorant,Deodorant ve Roll On,Calvin Klein,Spray 150 ml - 3614225971518,https://www.trendyol.com/calvin-klein/one-deodorant-spray-150-ml-3614225971518-p-3009769?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/c188ff4d-609a-3537-a8f1-f5a0fc587588/1_org.jpg,214 peopleliked it!214 peopleliked it!,4.7,9,"1,270.01TL",['Buy and Win Together']
Signature 100ml Women,Deodorant ve Roll On,CHLOE,Deodorant 0688575201963,https://www.trendyol.com/chloe/signature-100-ml-kadin-deodorant-0688575201963-p-235858?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty181/product/media/images/20210924/22/136266643/9205694/1/1_org.jpg,143 peopleliked it!143 peopleliked it!,5.0,3,"1,400TL",['Buy and Win Together']
N/A,Deodorant ve Roll On,Carolina Herrera,Deodorant Stick 75 G,https://www.trendyol.com/carolina-herrera/bad-boy-deodorant-stick-75-gr-p-31526293?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty181/product/media/images/20210924/22/136264863/56719896/1/1_org.jpg,,N/A,N/A,"1,500.76TL",['Buy and Win Together']
N/A,Deodorant ve Roll On,Hugo Boss,Boss Bottled Men Deo Stick 75 ml 0737052354996,https://www.trendyol.com/hugo-boss/stick-deodorant-boss-bottled-men-deo-stick-75-ml-0737052354996-p-32788579?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/6e377e4d-274c-3d54-ac7b-2b730dd2efd5/1_org.jpg,,N/A,N/A,"1,045.80TL",['Buy and Win Together']
Dylan Blue Pour Homme,Deodorant ve Roll On,Versace,Men Deo Stick 75ml,https://www.trendyol.com/versace/dylan-blue-pour-homme-erkek-deo-stick-75ml-p-69036203?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/b4cf04e3-a844-3e49-9256-01879fd3ff40/1_org.jpg,,5.0,1,"1,417.50TL","['Buy More Pay Less', 'Buy and Win Together']"
Men Antiperspirant,Deodorant ve Roll On,Clarins,Deo Roll-on 50 Ml,https://www.trendyol.com/clarins/men-antiperspirant-deo-roll-on-50-ml-p-426522278?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/f5aa8c60-de3d-3692-bf1b-9440f34fc651/1_org.jpg,,5.0,1,"1,239.40TL","['Buy More Pay Less', 'Buy and Win Together']"
Gentle Care,Deodorant ve Roll On,Clarins,Antiperspirant 50 ml Women Deo Roll-on 1 Pack 1 X 1 A,https://www.trendyol.com/clarins/gentle-care-antiperspirant-50-ml-kadin-deo-roll-on-1-paket-1-x-1-a-p-121458828?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/11d106d1-9380-30b5-9911-67ddb64998af/1_org.jpg,,5.0,1,"1,490TL","['Buy More Pay Less', 'Buy and Win Together']"
Euphoria Men 75,Deodorant ve Roll On,Calvin Klein,Ml Men's Stick Deodorant 0088300178445,https://www.trendyol.com/calvin-klein/euphoria-men-75-ml-erkek-stick-deodorant-0088300178445-p-849253?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/055c8fef-d871-365e-a78c-ebae754f466e/1_org.jpg,489 peopleliked it!489 peopleliked it!,4.6,8,"1,145.40TL",['Buy and Win Together']
N/A,Deodorant ve Roll On,Hermes,150ml,https://www.trendyol.com/hermes/h24-erkek-deodorant-150-ml-p-348501394?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1435/product/media/images/prod/QC/20240723/11/c00b5345-3e18-3561-a95f-b46aa1ebc7b6/1_org.jpg,,N/A,N/A,"1,700.40TL",['Buy and Win Together']
One 75ml Unisex,Deodorant ve Roll On,Calvin Klein,Deodorant Stick 0088300108978,https://www.trendyol.com/calvin-klein/one-75-ml-unisex-deodorant-stick-0088300108978-p-966249?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/06fda23d-14e6-3b3c-8a1e-0d6a790f7783/1_org.jpg,145 peopleliked it!145 peopleliked it!,5.0,2,"1,270.01TL",['Buy and Win Together']
N/A,Deodorant ve Roll On,Hugo Boss,Stick 75ml. 0737052320441,https://www.trendyol.com/hugo-boss/deodorant-deo-stick-75ml-0737052320441-p-4937805?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1416/product/media/images/prod/QC/20240713/13/fd807f6d-1c58-31d5-9df7-274a81c4adfc/1_org.jpg,,N/A,N/A,996TL,['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 2N1 Desert Beige ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-2n1-desert-beige-30-ml-p-1178126?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1408/product/media/images/prod/QC/20240708/16/4b18b31e-77f9-338a-9af2-f51e47bf2c01/1_org.jpg,100K peopleliked it!688 peopleadded in 3 days!100K peopleliked it!,4.6,1841,"2,415.25TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 1N1 Ivory Nude ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-1n1-ivory-nude-30-ml-p-4434225?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1326/product/media/images/prod/QC/20240524/14/0d65a264-966a-3287-829d-6e13f652ec93/1_org.jpg,24.6B peopleliked it!24.6B peopleliked it!,4.6,587,"2,415TL",['Buy and Win Together']
Natural And Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-place Foundation Spf 10 ( 0n1 Alabaster ) - 30 Ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-0n1-alabaster-30-ml-p-1178120?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1329/product/media/images/prod/QC/20240524/14/5915e2a4-3206-378a-9548-b60aeee02087/1_org.jpg,18.9B peopleliked it!18.9B peopleliked it!,4.3,280,"2,415.25TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 3C3 Sandbar ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-3c3-sandbar-30-ml-p-1178128?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/16/67fa7d17-7d96-3fe2-9775-e89d7b32e0f7/1_org.jpg,600 peopleliked it!600 peopleliked it!,4.9,26,"2,415TL",['Buy and Win Together']
Natural And Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-place Foundation Spf 10 (1c1 Cool Bone) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-1c1-cool-bone-30-ml-p-42881975?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/45431018-51ac-392c-a927-7c9836320fb9/1_org.jpg,5278 peopleliked it!5278 peopleliked it!,4.4,173,"2,414.40TL",['Buy and Win Together']
Natural And Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-place Foundation Spf 10 ( 1w0 Warm Porcelain ) - 30 Ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-1w0-warm-porcelain-30-ml-p-6651150?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/c847de75-3f27-3f6c-a2a0-9722d98bf50a/1_org.jpg,2175 peopleliked it!2175 peopleliked it!,4.6,69,"2,415.01TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 2W1 Dawn ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-2w1-dawn-30-ml-p-1178132?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1407/product/media/images/prod/QC/20240708/16/38841bf0-2864-38b9-8e25-8bce29933809/1_org.jpg,6692 peopleliked it!6692 peopleliked it!,4.7,445,"2,415TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 3N1 Ivory Beige ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-3n1-ivory-beige-30-ml-p-1178129?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/16/cce2398d-43ae-3c8a-bea9-0d63ff4ec131/1_org.jpg,5531 peopleliked it!5531 peopleliked it!,4.8,295,"2,415TL",['Buy and Win Together']
N/A,Fondöten,Estee Lauder,"Foundation Stay-in-place, 15ml, 3n1 Ivory Beige Travel Size Foundation",https://www.trendyol.com/estee-lauder/double-wear-foundation-stay-in-place-15ml-3n1-ivory-beige-seyahat-boy-fondoten-p-410222923?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/968fe656-8e56-3b05-a9a2-e9826a999fce/1_org.jpg,365 peopleliked it!365 peopleliked it!,N/A,N/A,"1,302.40TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 2N2 Buff ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-2n2-buff-30-ml-p-104687453?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/f651d96e-0f6b-3ada-be27-a46453c2061a/1_org.jpg,4111 peopleliked it!4111 peopleliked it!,4.8,135,"2,415TL",['Buy and Win Together']
Superbalanced Make,Fondöten,Clinique,Up Foundation Cn 63.5 Linen,https://www.trendyol.com/clinique/superbalanced-make-up-fondoten-cn-63-5-linen-p-142500343?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/5b62d274-c3cd-3cf0-a23a-98b000cb98c9/1_org.jpg,328 peopleliked it!328 peopleliked it!,4.8,6,"1,624.40TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 2W2 Rattan ) - 30ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-2w2-rattan-30ml-p-4434226?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1407/product/media/images/prod/QC/20240708/16/9f17d908-f8a6-39f6-b7be-eea32bea71d0/1_org.jpg,3536 peopleliked it!3536 peopleliked it!,4.7,150,"2,413.40TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 2C2 Pale Almond ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-2c2-pale-almond-30-ml-p-1178124?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1407/product/media/images/prod/QC/20240708/16/a5ddefd1-d5bc-3646-a2fc-8ddae9b8e6a9/1_org.jpg,9703 peopleliked it!9703 peopleliked it!,4.8,225,"2,392.85TL",['Buy and Win Together']
Anti-Blemish,Fondöten,Clinique,Solutions Liquid Make Up Foundation 06 Fresh Sand,https://www.trendyol.com/clinique/anti-blemish-solutions-liquid-make-up-fondoten-06-fresh-sand-p-425237?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/c266eac5-ee98-3da7-8a8f-3ebec8ad030f/1_org.jpg,576 peopleliked it!576 peopleliked it!,3.3,4,"1,353.40TL",['Buy and Win Together']
Natural And Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-place Foundation Spf 10 ( 2w1.5 Natural Suede ) - 30 Ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-2w1-5-natural-suede-30-ml-p-6842939?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/19/eb791a21-e8af-366e-9d90-555d20ddb8ec/1_org.jpg,471 peopleliked it!471 peopleliked it!,4.5,19,"2,392.85TL",['Buy and Win Together']
Double Wear,Fondöten,Estee Lauder,Sheer Light Texture Foundation with Shine and Moisture Effect SPF20 - 30ml Color: 1N2 Ecru,https://www.trendyol.com/estee-lauder/double-wear-sheer-isilti-ve-nem-etkili-hafif-dokulu-fondoten-spf20-30ml-renk-1n2-ecru-p-150171463?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1434/product/media/images/prod/PIM/20240723/12/d0d6ef06-0adb-4447-8190-d80041b4e548/1_org.jpg,5855 peopleliked it!5855 peopleliked it!,4.5,40,"2,414.40TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 2C3 Fresco ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-2c3-fresco-30-ml-p-1178125?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/73d6cb88-48db-32e0-b238-60524cf0d580/1_org.jpg,2849 peopleliked it!2849 peopleliked it!,4.7,132,"2,392.85TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 1C2 Petal ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-1c2-petal-30-ml-p-6651148?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/87089cd3-2f5a-33ed-aa65-c4992f37b73f/1_org.jpg,265 peopleliked it!265 peopleliked it!,4.7,15,"2,415.25TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 3N2 Wheat ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-3n2-wheat-30-ml-p-4434227?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1327/product/media/images/prod/QC/20240524/14/2c86bbd5-ef9b-3ffe-a523-230bb4ad3880/1_org.jpg,1196 peopleliked it!1196 peopleliked it!,4.9,78,"2,415.25TL",['Buy and Win Together']
Anti-blemish,Fondöten,Clinique,Solution Liquid Foundation 6,https://www.trendyol.com/clinique/anti-blemish-solution-liquid-fondoten-6-p-7739887?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/6fb0a94d-e8d9-347d-b591-d294d6931904/1_org.jpg,,3.0,2,"1,353.40TL",['Buy and Win Together']
Natural & Matte,Fondöten,Estee Lauder,Finished - Double Wear Stay-in-Place Foundation SPF 10 ( 3C2 Pebble ) - 30 ml,https://www.trendyol.com/estee-lauder/dogal-ve-mat-bitisli-double-wear-stay-in-place-fondoten-spf-10-3c2-pebble-30-ml-p-1178127?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1408/product/media/images/prod/QC/20240708/16/d9b248a5-f0bc-3074-ac1e-ff5ebcdd5809/1_org.jpg,1315 peopleliked it!1315 peopleliked it!,4.7,77,"2,392.85TL",['Buy and Win Together']
Even Better Glow,Fondöten,Clinique,Makeup Spf 15 Foundation Cn 70 Vanilla,https://www.trendyol.com/clinique/even-better-glow-makeup-spf-15-fondoten-cn-70-vanilla-p-1995134?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/16/ada8140d-b526-332b-8093-b5d1de678054/1_org.jpg,461 peopleliked it!461 peopleliked it!,5.0,8,"1,706.56TL",['Buy and Win Together']
N/A,Fondöten,Estee Lauder,Perfectionist Youth Infusion Spf 25 4N1 Shell Beige 30 ml 027131585329,https://www.trendyol.com/estee-lauder/fondoten-perfectionist-youth-infusion-spf-25-4n1-shell-beige-30-ml-027131585329-p-1177615?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/cfdc465e-a257-3b0b-9982-19b1ca2580c2/1_org.jpg,,N/A,N/A,"4,347.40TL",['Buy and Win Together']
Foundation Even,Fondöten,Clinique,Better Refresh Foundation CN 20 Fair 30ml.,https://www.trendyol.com/clinique/fondoten-even-better-refresh-foundation-cn-20-fair-30ml-p-6499754?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/6b7b92c1-22a0-3037-b8b7-f7eca7f2b2c1/1_org.jpg,,4.4,7,"1,858.55TL",['Buy and Win Together']
