title,category,brand_name,short_description,product_url,image_url,social_proof,rating_score,review_count,price,badges
Moisture Surge 100,Yüz Kremi,Clinique,Saat Etkili Nemlendirici 50 ml,https://www.trendyol.com/clinique/moisture-surge-100-saat-etkili-nemlendirici-50-ml-p-91527199?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/16/5f9523a6-f17f-312d-831e-4ea04d2ff988/1_org.jpg,60.2B kişifavoriledi!3 günde781 kişiekledi!60.2B kişifavoriledi!,4.7,1873,"1.659,66 TL",['Birlikte Al Kazan']
Moisture Surge™,Yüz Kremi,Clinique,Intense72 Saat Nem Koruma Teknolojili Nemlendirici 75ml 192333042816 79628,https://www.trendyol.com/clinique/moisture-surge-intense72-saat-nem-koruma-teknolojili-nemlendirici-75ml-192333042816-79628-p-73714011?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/16/4374d6a5-cde4-39eb-a59c-e38ddb57e246/1_org.jpg,9487 kişifavoriledi!9487 kişifavoriledi!,4.7,397,"2.180,40 TL",['Birlikte Al Kazan']
Smart Clinical,Yüz Kremi,Clinique,Repair™ Lifting Etkili Yüz Boyun Nemlendirici 50ml,https://www.trendyol.com/clinique/smart-clinical-repair-lifting-etkili-yuz-boyun-nemlendirici-50ml-p-764993363?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1396/product/media/images/prod/QC/20240702/09/7b2efe6a-43aa-309b-8146-69bf1edc8cdd/1_org.jpg,856 kişifavoriledi!856 kişifavoriledi!,4.7,6,"4.259,40 TL",['Birlikte Al Kazan']
Ferahlatan Jel,Yüz Kremi,Estee Lauder,Nemlendirici - Day Wear Sorbet 72 Saat Etkili Jel Dokulu Krem SPF15 - 50 ml,https://www.trendyol.com/estee-lauder/ferahlatan-jel-nemlendirici-day-wear-sorbet-72-saat-etkili-jel-dokulu-krem-spf15-50-ml-p-24804359?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/11bb27aa-dde7-3773-9ef9-2a89d2c9f570/1_org.jpg,2731 kişifavoriledi!2731 kişifavoriledi!,4.8,124,"2.392,85 TL",['Birlikte Al Kazan']
Moisture Surge spf,Yüz Kremi,Clinique,25 Güneş Korumalı Nemlendirici 50 Ml pro-vit d Vitamini Ve Aloe Bioferment Ha E,https://www.trendyol.com/clinique/moisture-surge-spf-25-gunes-korumali-nemlendirici-50-ml-pro-vit-d-vitamini-ve-aloe-bioferment-ha-e-p-688438739?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1408/product/media/images/prod/QC/20240708/16/385df4e5-f443-30a1-a8b2-639fe8fbfe74/1_org.jpg,3881 kişifavoriledi!3881 kişifavoriledi!,4.5,73,"1.833,50 TL",['Birlikte Al Kazan']
Nemlendirici,Yüz Kremi,Estee Lauder,Krem - Revitalizing Supreme Çok Amaçlı Yaşlanma Karşıtı 75ml,https://www.trendyol.com/estee-lauder/nemlendirici-krem-revitalizing-supreme-cok-amacli-yaslanma-karsiti-75ml-p-247238969?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/7b67ba29-73a0-3016-b488-f31fe3656395/1_org.jpg,6834 kişifavoriledi!6834 kişifavoriledi!,4.7,248,"6.060,80 TL",['Birlikte Al Kazan']
Nemlendirici,Yüz Kremi,Estee Lauder,Krem - Revitalizing Supreme Çok Amaçlı Yaşlanma Karşıtı 30ml,https://www.trendyol.com/estee-lauder/nemlendirici-krem-revitalizing-supreme-cok-amacli-yaslanma-karsiti-30ml-p-247464648?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1408/product/media/images/prod/QC/20240708/16/58c78e1c-126a-34bd-a986-004c6f1e9e96/1_org.jpg,2914 kişifavoriledi!2914 kişifavoriledi!,4.9,56,"3.714,50 TL",['Birlikte Al Kazan']
Nightwear Plus,Yüz Kremi,Estee Lauder,Anti-oksidan Içeren Nemlendirici Gece Bakım Kremi 50ml,https://www.trendyol.com/estee-lauder/nightwear-plus-anti-oksidan-iceren-nemlendirici-gece-bakim-kremi-50ml-p-1177566?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/16/c4898766-ef8e-3a30-a99f-f834c3734e53/1_org.jpg,4280 kişifavoriledi!4280 kişifavoriledi!,4.8,130,"2.754,50 TL",['Birlikte Al Kazan']
Resilience,Yüz Kremi,Estee Lauder,Multi-effect Night Sıkılaştırıcı Gece Kremi - 50ml,https://www.trendyol.com/estee-lauder/resilience-multi-effect-night-sikilastirici-gece-kremi-50ml-p-3134253?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/dea69d3a-7740-30fc-8720-561b50ce1aba/1_org.jpg,1602 kişifavoriledi!1602 kişifavoriledi!,4.8,40,"5.778,65 TL",['Birlikte Al Kazan']
Hafif Yapılı,Yüz Kremi,Estee Lauder,Nemlendirici Krem - Revitalizing Supreme Soft Yaşlanma Karşıtı 30ml,https://www.trendyol.com/estee-lauder/hafif-yapili-nemlendirici-krem-revitalizing-supreme-soft-yaslanma-karsiti-30ml-p-247237194?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/3d2abe47-5322-37bf-b551-dd56ffad02dc/1_org.jpg,1362 kişifavoriledi!1362 kişifavoriledi!,4.8,27,"3.714,50 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Dior,Moist Face Care 75 Ml,https://www.trendyol.com/dior/christian-dior-sauvage-moist-face-care-75-ml-p-774464863?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/8353902e-c79a-3fb9-bd87-add77bd2e02d/1_org.jpg,134 kişifavoriledi!134 kişifavoriledi!,N/A,N/A,2.805 TL,['Birlikte Al Kazan']
N/A,Yüz Kremi,Clinique,Repair Kırışıklık Görünümü Karşıtı Krem 50 ml,https://www.trendyol.com/clinique/smart-clinical-repair-kirisiklik-gorunumu-karsiti-krem-50-ml-p-353599341?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/cb6fc55d-bef5-35c6-9408-39bccf7d38b5/1_org.jpg,,N/A,N/A,"3.669,95 TL",['Birlikte Al Kazan']
Nemlendirici,Yüz Kremi,Estee Lauder,Krem - Revitalizing Supreme Çok Amaçlı Yaşlanma Karşıtı Krem 50ml,https://www.trendyol.com/estee-lauder/nemlendirici-krem-revitalizing-supreme-cok-amacli-yaslanma-karsiti-krem-50ml-p-239096245?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1413/product/media/images/prod/QC/20240711/17/556f177c-53ae-3304-8bdd-698044a55300/1_org.jpg,836 kişifavoriledi!836 kişifavoriledi!,4.3,17,"5.051,40 TL",['Birlikte Al Kazan']
Smart Clinical,Yüz Kremi,Clinique,Repair 15 ml Kırışıklık Karşıtı Krem,https://www.trendyol.com/clinique/smart-clinical-repair-15-ml-kirisiklik-karsiti-krem-p-356347692?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1328/product/media/images/prod/QC/20240524/14/a57dd1aa-f0ec-36b7-be8c-263c0597793b/1_org.jpg,1708 kişifavoriledi!1708 kişifavoriledi!,3.9,32,"1.285,01 TL",['Birlikte Al Kazan']
Clarifying Lotion -,Yüz Kremi,Clinique,Arındırıcı Losyon 400 ml No:1,https://www.trendyol.com/clinique/clarifying-lotion-arindirici-losyon-400-ml-no-1-p-759182?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1409/product/media/images/prod/QC/20240708/16/dfffcfa0-70a6-3a35-8186-0cb72e409e60/1_org.jpg,336 kişifavoriledi!336 kişifavoriledi!,4.2,12,"1.932,40 TL",['Birlikte Al Kazan']
Nemlendirici Losyon,Yüz Kremi,Clinique,50 ml D D M 20714598938,https://www.trendyol.com/clinique/nemlendirici-losyon-50-ml-d-d-m-20714598938-p-2298487?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/65571812-f6ba-3c67-9fe3-9bcc6180527d/1_org.jpg,167 kişifavoriledi!167 kişifavoriledi!,4.3,3,"1.291,50 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clinique,Scrub 125ml,https://www.trendyol.com/clinique/bh-3-in-1-cleanser-scrub-125ml-p-52462929?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/aca9e0dc-ec7f-3e42-94b5-ca9a403ca400/1_org.jpg,,N/A,N/A,"1.422,65 TL",['Birlikte Al Kazan']
- Hydra-essentiel,Yüz Kremi,Clarins,[ha²] - Gel Idratante Opacizzante 75 Ml,https://www.trendyol.com/clarins/hydra-essentiel-ha-gel-idratante-opacizzante-75-ml-p-666181347?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty768/product/media/images/20230309/17/299832859/881380757/1/1_org.jpg,,5.0,1,"1.907,70 TL",['Birlikte Al Kazan']
Smart Spf 15 Akıllı,Yüz Kremi,Clinique,Onarım Gündüz Nemlendiricisi 50 ml,https://www.trendyol.com/clinique/smart-spf-15-akilli-onarim-gunduz-nemlendiricisi-50-ml-p-37775554?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1408/product/media/images/prod/QC/20240708/16/b2e1c8a4-bccd-31ee-891f-11ca110af836/1_org.jpg,706 kişifavoriledi!706 kişifavoriledi!,4.6,18,3.005 TL,['Birlikte Al Kazan']
Nemlendirici Losyon,Yüz Kremi,Clinique,- Moisture Surge Hydrating Lotion 020714898342,https://www.trendyol.com/clinique/nemlendirici-losyon-moisture-surge-hydrating-lotion-020714898342-p-33859776?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/b18d0d39-b101-37a0-9894-fda7867aa8d7/1_org.jpg,206 kişifavoriledi!206 kişifavoriledi!,4.3,6,"3.617,56 TL",['Birlikte Al Kazan']
Yaşlanma Karşıtı,Yüz Kremi,Clinique,Nemlendirici - Superdefense Spf 25 Cilt Tipi 1&2 Kuru/çok Kuru 50 Ml,https://www.trendyol.com/clinique/yaslanma-karsiti-nemlendirici-superdefense-spf-25-cilt-tipi-1-2-kuru-cok-kuru-50-ml-p-40571663?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1408/product/media/images/prod/QC/20240708/16/a2e23507-1a72-3626-b47a-577d63181a33/1_org.jpg,517 kişifavoriledi!517 kişifavoriledi!,4.3,33,"2.529,40 TL",['Birlikte Al Kazan']
Hydra-essentiel,Yüz Kremi,Clarins,Cooling Gel 50 Ml Normal Karma Cilt 1 Paket 1 X 1 Adet,https://www.trendyol.com/clarins/hydra-essentiel-cooling-gel-50-ml-normal-karma-cilt-1-paket-1-x-1-adet-p-2324251?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty280/product/media/images/20211227/17/17205218/345847593/1/1_org.jpg,167 kişifavoriledi!167 kişifavoriledi!,5.0,2,"2.386,55 TL",['Birlikte Al Kazan']
Gece Kremi -,Yüz Kremi,Estee Lauder,Revitalizing Supreme Night Yaşlanma Karşıtı Nemlendirici Krem 2x Konsantre Formül 30ml,https://www.trendyol.com/estee-lauder/gece-kremi-revitalizing-supreme-night-yaslanma-karsiti-nemlendirici-krem-2x-konsantre-formul-30ml-p-247400062?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/52d9ab6c-3f0b-3999-bd56-522c866609ec/1_org.jpg,1910 kişifavoriledi!1910 kişifavoriledi!,4.4,50,"3.874,40 TL",['Birlikte Al Kazan']
Calm Essentiel,Yüz Kremi,Clarins,Redness Corrective Gel Yüz Kremi 30 ml,https://www.trendyol.com/clarins/calm-essentiel-redness-corrective-gel-yuz-kremi-30-ml-p-112223482?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty136/product/media/images/20210628/14/105079011/194479458/1/1_org.jpg,,5.0,2,"1.183,50 TL","['Çok Al Az Öde', 'Birlikte Al Kazan']"
N/A,Yüz Kremi,Clinique,Repair 75 Ml Kırışıklık Karşıtı Serum,https://www.trendyol.com/clinique/smart-clinical-repair-75-ml-kirisiklik-karsiti-serum-p-808407952?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/251cf706-039d-3e33-8ff9-39bb1624bf35/1_org.jpg,,N/A,N/A,"4.935,40 TL",['Birlikte Al Kazan']
Süper Restorative Day,Yüz Kremi,Clarins,Cream SPF 15 50 ml Gündüz Kremi,https://www.trendyol.com/clarins/super-restorative-day-cream-spf-15-50-ml-gunduz-kremi-p-743002115?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1315/product/media/images/prod/QC/20240516/04/5995aa09-fcd0-3f74-a255-a5f3d8cf7c8e/1_org.jpg,,5.0,1,"5.168,40 TL",['Birlikte Al Kazan']
Moisture Surge,Yüz Kremi,Clinique,Hydrating Water Gel Kuru Ciltleri Nemlendirici Jel Krem 48 ml,https://www.trendyol.com/clinique/moisture-surge-hydrating-water-gel-kuru-ciltleri-nemlendirici-jel-krem-48-ml-p-672017924?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/dd4a9cc4-81cf-3940-a0e5-95b68fc76559/1_org.jpg,274 kişifavoriledi!274 kişifavoriledi!,5.0,1,1.575 TL,['Birlikte Al Kazan']
N/A,Yüz Kremi,Clinique,Surge Tınted-un 40ml-medıum,https://www.trendyol.com/clinique/clinique-moisture-surge-tinted-un-40ml-medium-p-58780065?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/60f62c46-f129-3ca8-a449-b648dfa7adc3/1_org.jpg,,N/A,N/A,"1.501,40 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clinique,Balm,https://www.trendyol.com/clinique/take-the-day-off-balm-p-49667221?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/ded13b53-556c-37d9-b95b-3f5eb65e8ffe/1_org.jpg,,N/A,N/A,1.575 TL,['Birlikte Al Kazan']
iD  Yağsız,Yüz Kremi,Clinique,Nemlendirici Jelly  &  Hassas Cilt Endişesi Aktif Kartuş Konsantresi 023000000018,https://www.trendyol.com/clinique/id-yagsiz-nemlendirici-jelly-hassas-cilt-endisesi-aktif-kartus-konsantresi-023000000018-p-32117927?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/1d019a1c-23ac-3d95-9f3b-55f2a77a2d15/1_org.jpg,236 kişifavoriledi!236 kişifavoriledi!,5.0,3,"3.617,56 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clinique,Redness Solutions Daily Relief Krem 20714297923,https://www.trendyol.com/clinique/nemlendirici-krem-redness-solutions-daily-relief-krem-20714297923-p-2298446?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1390/product/media/images/prod/QC/20240630/05/ad79fce9-1aed-33d9-9deb-4b3a10c6644a/1_org.jpg,165 kişifavoriledi!165 kişifavoriledi!,N/A,N/A,"2.285,01 TL",['Birlikte Al Kazan']
Leke Karşıtı,Yüz Kremi,Estee Lauder,"Nemlendirici Krem - Revitalizing Supreme Bright Hafif Yapılı Aydınlatıcı Etkili, 50ml",https://www.trendyol.com/estee-lauder/leke-karsiti-nemlendirici-krem-revitalizing-supreme-bright-hafif-yapili-aydinlatici-etkili-50ml-p-248085943?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1407/product/media/images/prod/QC/20240708/16/5266a3ce-72fe-3c34-b3ed-bf2fbd5770b1/1_org.jpg,1021 kişifavoriledi!1021 kişifavoriledi!,4.7,19,"5.051,40 TL",['Birlikte Al Kazan']
White Plus,Yüz Kremi,Clarins,Brightening Revive Night Mask-gel,https://www.trendyol.com/clarins/white-plus-brightening-revive-night-mask-gel-p-121486989?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1397/product/media/images/prod/QC/20240702/10/7f19be05-b83e-3f05-9a6c-064a8cd5da78/1_org.jpg,,5.0,1,"2.147,56 TL",['Birlikte Al Kazan']
Extra Firming Day,Yüz Kremi,Clarins,Cream 50 ml Gündüz Kremi,https://www.trendyol.com/clarins/extra-firming-day-cream-50-ml-gunduz-kremi-p-32791602?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty347/product/media/images/20220303/18/62082076/59047401/1/1_org.jpg,170 kişifavoriledi!170 kişifavoriledi!,4.9,8,"4.079,40 TL",['Birlikte Al Kazan']
Nemlendirici Gece,Yüz Kremi,Clarins,Kremi - Extra Firming Night Cream 50 ml 3380810442120,https://www.trendyol.com/clarins/nemlendirici-gece-kremi-extra-firming-night-cream-50-ml-3380810442120-p-3270432?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty345/product/media/images/20220303/18/62082095/14710931/1/1_org.jpg,333 kişifavoriledi!333 kişifavoriledi!,5.0,5,"3.686,75 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Sensai,Performance Emulsion I 100 ml,https://www.trendyol.com/sensai/kanebo-cellular-performance-emulsion-i-100-ml-p-2098877?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/d4ef6a42-9af8-3742-a29a-907100950fed/1_org.jpg,,N/A,N/A,"5.355,40 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clinique,Concentrate for Irritation 10ml,https://www.trendyol.com/clinique/id-active-cartridge-concentrate-for-irritation-10ml-p-33023208?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/43bb36d5-5076-36c4-b618-d407312a4c3e/1_org.jpg,,N/A,N/A,"981,76 TL",['Birlikte Al Kazan']
Nemlendirici,Yüz Kremi,Clarins,N/A,https://www.trendyol.com/clarins/nemlendirici-p-2324412?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty347/product/media/images/20220303/18/62081962/12472727/1/1_org.jpg,309 kişifavoriledi!309 kişifavoriledi!,4.8,5,"3.596,56 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Estee Lauder,Transformative Energy Dual Infusion Onarıcı Krem 30 ml,https://www.trendyol.com/estee-lauder/re-nutriv-transformative-energy-dual-infusion-onarici-krem-30-ml-p-464288368?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1394/product/media/images/prod/QC/20240701/10/a458d1a9-fe4a-3b1c-b5c5-dff8d6343e19/1_org.jpg,,N/A,N/A,"17.325,40 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clarins,Extra-firming Cou & Decollete Boyun&dekolte Kremi 75 ml,https://www.trendyol.com/clarins/clarins-clr-extra-firming-cou-decollete-boyun-dekolte-kremi-75-ml-p-217642771?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/8c943111-f6ab-33b5-8143-c707eb07e7b0/1_org.jpg,166 kişifavoriledi!166 kişifavoriledi!,N/A,N/A,"3.425,08 TL",['Birlikte Al Kazan']
Sun Beauty Silky,Yüz Kremi,Lancaster,Spf 15 Koruyucu Yüz Kremi 50 Ml 3414200511001,https://www.trendyol.com/lancaster/sun-beauty-silky-spf-15-koruyucu-yuz-kremi-50-ml-3414200511001-p-1000924?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1472/product/media/images/prod/QC/20240809/19/c51baafc-c5c4-335c-8106-e87cdb368258/1_org.jpg,615 kişifavoriledi!615 kişifavoriledi!,4.8,12,1.530 TL,['Birlikte Al Kazan']
Nutritious Super,Yüz Kremi,Estee Lauder,Pomegranate Radiant Energy Night Creme/mask- Gece Krem Maske 50 ml,https://www.trendyol.com/estee-lauder/nutritious-super-pomegranate-radiant-energy-night-creme-mask-gece-krem-maske-50-ml-p-6651136?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1391/product/media/images/prod/QC/20240630/05/3b009e93-9292-3f36-b710-786eb0d1d3e5/1_org.jpg,799 kişifavoriledi!799 kişifavoriledi!,4.4,19,"5.120,60 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clarins,Cream SPF15 50 ml Nemlendirici Krem,https://www.trendyol.com/clarins/hydra-essentiel-ha-cream-spf15-50-ml-nemlendirici-krem-p-752644747?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty986/product/media/images/prod/SPM/PIM/20230817/12/c58ed556-da0f-3884-b306-d4309ee66ce6/1_org.jpg,,N/A,N/A,"2.466,50 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clarins,Extra-firming Energy 50ml,https://www.trendyol.com/clarins/nemlendirici-extra-firming-energy-50ml-p-640407280?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1389/product/media/images/prod/QC/20240630/05/8e155be9-9caf-36d4-9684-5b65c007840e/1_org.jpg,,N/A,N/A,"4.284,40 TL",['Birlikte Al Kazan']
Extra-firming Day,Yüz Kremi,Clarins,"Cream 50ml-kırışıklık Kontrolü, Sıkılaştırıcı Gündüz Kremi Tüm Cilt Tipleri",https://www.trendyol.com/clarins/extra-firming-day-cream-50ml-kirisiklik-kontrolu-sikilastirici-gunduz-kremi-tum-cilt-tipleri-p-410017640?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty975/product/media/images/20230731/14/398598025/627492468/2/2_org.jpg,,5.0,1,"4.079,40 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clarins,Anti-wrinkle Lift All Skin Types 50ml,https://www.trendyol.com/clarins/multi-intensive-day-anti-wrinkle-lift-all-skin-types-50ml-p-376167700?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty580/product/media/images/20221026/16/202789927/607663201/1/1_org.jpg,,N/A,N/A,"4.396,50 TL",['Birlikte Al Kazan']
N/A,Yüz Kremi,Clarins,Balm 50 ml Nemlendirici Balsam,https://www.trendyol.com/clarins/men-super-moisture-balm-50-ml-nemlendirici-balsam-p-273642626?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1182/product/media/images/prod/SPM/PIM/20240227/05/97bb7b5b-6a13-32bb-a817-44f70c84799b/1_org.jpg,,N/A,N/A,2.017 TL,['Birlikte Al Kazan']
Men Super Moisture,Yüz Kremi,Clarins,Gel 50 Ml Nemlendirici Jel,https://www.trendyol.com/clarins/men-super-moisture-gel-50-ml-nemlendirici-jel-p-273642325?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty382/product/media/images/20220404/13/82703075/436107543/1/1_org.jpg,,5.0,1,2.017 TL,['Birlikte Al Kazan']
Sun 1js-80229,Parfüm,Jil Sander,125ml Edt Erkek Parfüm,https://www.trendyol.com/jil-sander/sun-1js-80229-125ml-edt-erkek-parfum-p-192393?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1463/product/media/images/prod/QC/20240620/22/015d606d-d81d-3241-a34c-7fcdca3b1a92/1_org.jpg,7268 kişifavoriledi!7268 kişifavoriledi!,4.0,358,"1.762,37 TL",['Birlikte Al Kazan']
Sun 1js-80902 75ml,Parfüm,Jil Sander,Edt Erkek Parfüm,https://www.trendyol.com/jil-sander/sun-1js-80902-75ml-edt-erkek-parfum-p-192301?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1460/product/media/images/prod/QC/20240620/22/e68ecc40-25af-3f23-97be-a7878a0b59dd/1_org.jpg,17.7B kişifavoriledi!17.7B kişifavoriledi!,4.2,374,"1.736,95 TL",['Birlikte Al Kazan']
Erkek Parfüm Edt 125 ml,Parfüm,Joop,N/A,https://www.trendyol.com/joop/erkek-parfum-edt-125-ml-p-305114?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1471/product/media/images/prod/QC/20240808/15/c9aef6d4-23cb-3c0d-a257-b293b7701b4e/1_org.jpg,10.9B kişifavoriledi!10.9B kişifavoriledi!,4.1,597,1.365 TL,['Birlikte Al Kazan']
Hugo Az980848,Parfüm,Hugo Boss,Formen 200ml Edt Erkek Parfüm,https://www.trendyol.com/hugo-boss/hugo-az980848-formen-200ml-edt-erkek-parfum-p-136734776?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1459/product/media/images/prod/QC/20240620/22/a96700ea-2eed-3d3a-9a99-3a757fe3f613/1_org.jpg,1219 kişifavoriledi!1219 kişifavoriledi!,4.6,66,"3.749,40 TL",['Birlikte Al Kazan']
Sauvage Edt 100 ml Erkek,Parfüm,Dior,Parfümü 3348901250146,https://www.trendyol.com/dior/sauvage-edt-100-ml-erkek-parfumu-3348901250146-p-525545?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1397/product/media/images/prod/QC/20240702/14/62a8cf66-24b9-3481-b07c-2fe2775f4c81/1_org.jpg,42.9B kişifavoriledi!42.9B kişifavoriledi!,3.9,138,4.610 TL,['Birlikte Al Kazan']
Girl 50ml Edt,Parfüm,Tommy Hilfiger,Kadın Parfüm,https://www.trendyol.com/tommy-hilfiger/girl-50ml-edt-kadin-parfum-p-1816687?boutiqueId=61&merchantId=105012&filterOverPriceListings=false&sav=true,https://cdn.dsmcdn.com/ty1397/product/media/images/prod/QC/20240702/14/abbdc79f-6260-33df-be1b-d546721852a7/1_org.jpg,5086 kişifavoriledi!5086 kişifavoriledi!,4.7,105,990 TL,['Birlikte Al Kazan']
